provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
PM,2020-04-16,14,14,0,0,0
PO,2020-04-16,14,11,2,0,1
S,2020-04-16,18,18,0,0,0
SA,2020-04-16,69,43,26,0,0
SE,2020-04-16,15,8,7,0,0
SG,2020-04-16,47,10,37,0,0
SO,2020-04-16,31,11,20,0,0
SS,2020-04-16,21,17,0,0,4
T,2020-04-16,34,33,0,0,1
TE,2020-04-16,3,3,0,0,0
TF,2020-04-16,11,10,0,0,1
TO,2020-04-16,38,14,1,0,23
V,2020-04-16,81,28,50,0,3
VA,2020-04-16,27,23,4,0,0
VI,2020-04-16,13,13,0,0,0
Z,2020-04-16,54,48,0,0,6
ZA,2020-04-16,8,2,6,0,0
A,2020-04-17,26,12,14,0,0
AB,2020-04-17,33,3,4,0,26
AL,2020-04-17,4,4,0,0,0
AV,2020-04-17,15,12,3,0,0
B,2020-04-17,467,454,0,0,13
BA,2020-04-17,15,0,15,0,0
BI,2020-04-17,122,105,0,0,17
BU,2020-04-17,40,32,8,0,0
C,2020-04-17,65,24,39,0,2
CA,2020-04-17,10,7,3,0,0
CC,2020-04-17,81,28,53,0,0
CE,2020-04-17,1,0,1,0,0
CO,2020-04-17,21,14,7,0,0
CR,2020-04-17,69,8,4,0,57
CS,2020-04-17,17,7,10,0,0
CU,2020-04-17,10,2,1,0,7
GC,2020-04-17,2,2,0,0,0
GI,2020-04-17,96,88,0,0,8
GR,2020-04-17,44,13,31,0,0
GU,2020-04-17,17,2,4,0,11
H,2020-04-17,2,2,0,0,0
HU,2020-04-17,10,5,0,0,5
J,2020-04-17,7,3,4,0,0
L,2020-04-17,25,24,0,0,1
LE,2020-04-17,36,33,3,0,0
LO,2020-04-17,25,23,2,0,0
LU,2020-04-17,2,0,2,0,0
M,2020-04-17,389,389,0,0,0
MA,2020-04-17,39,11,28,0,0
ME,2020-04-17,0,0,0,0,0
MU,2020-04-17,6,3,3,0,0
NA,2020-04-17,86,44,42,0,0
O,2020-04-17,12,12,0,0,0
OR,2020-04-17,16,14,2,0,0
P,2020-04-17,13,11,2,0,0
PM,2020-04-17,11,7,3,0,1
PO,2020-04-17,15,14,0,0,1
S,2020-04-17,27,26,0,0,1
SA,2020-04-17,23,14,9,0,0
SE,2020-04-17,13,8,5,0,0
SG,2020-04-17,17,7,10,0,0
SO,2020-04-17,17,4,13,0,0
SS,2020-04-17,21,20,0,0,1
T,2020-04-17,22,20,0,0,2
TE,2020-04-17,0,0,0,0,0
TF,2020-04-17,6,6,0,0,0
TO,2020-04-17,16,9,1,0,6
V,2020-04-17,114,63,48,0,3
VA,2020-04-17,36,28,8,0,0
VI,2020-04-17,7,7,0,0,0
Z,2020-04-17,58,47,0,0,11
ZA,2020-04-17,9,5,4,0,0
A,2020-04-18,73,14,58,0,1
AB,2020-04-18,35,4,2,0,29
AL,2020-04-18,7,0,7,0,0
AV,2020-04-18,15,9,6,0,0
B,2020-04-18,377,369,0,0,8
BA,2020-04-18,28,4,24,0,0
BI,2020-04-18,92,87,0,0,5
BU,2020-04-18,17,14,3,0,0
C,2020-04-18,42,28,14,0,0
CA,2020-04-18,17,9,8,0,0
CC,2020-04-18,53,14,39,0,0
CE,2020-04-18,1,0,1,0,0
CO,2020-04-18,17,5,12,0,0
CR,2020-04-18,40,16,4,0,20
CS,2020-04-18,16,9,7,0,0
CU,2020-04-18,4,1,0,0,3
GC,2020-04-18,1,1,0,0,0
GI,2020-04-18,49,43,0,0,6
GR,2020-04-18,28,10,18,0,0
GU,2020-04-18,4,0,0,0,4
H,2020-04-18,0,0,0,0,0
HU,2020-04-18,1,1,0,0,0
J,2020-04-18,10,3,7,0,0
L,2020-04-18,11,5,0,0,6
LE,2020-04-18,6,5,1,0,0
LO,2020-04-18,17,17,0,0,0
LU,2020-04-18,13,12,1,0,0
M,2020-04-18,469,469,0,0,0
MA,2020-04-18,47,9,38,0,0
ME,2020-04-18,0,0,0,0,0
MU,2020-04-18,5,0,5,0,0
NA,2020-04-18,65,39,26,0,0
O,2020-04-18,9,9,0,0,0
OR,2020-04-18,41,14,27,0,0
P,2020-04-18,22,19,3,0,0
PM,2020-04-18,14,12,2,0,0
PO,2020-04-18,11,8,3,0,0
S,2020-04-18,13,13,0,0,0
SA,2020-04-18,27,13,14,0,0
SE,2020-04-18,9,5,4,0,0
SG,2020-04-18,23,4,19,0,0
SO,2020-04-18,30,8,22,0,0
SS,2020-04-18,10,7,0,0,3
T,2020-04-18,16,14,0,0,2
TE,2020-04-18,2,2,0,0,0
TF,2020-04-18,8,8,0,0,0
TO,2020-04-18,14,11,0,0,3
V,2020-04-18,109,29,76,0,4
VA,2020-04-18,25,19,5,1,0
VI,2020-04-18,6,3,0,0,3
Z,2020-04-18,54,52,0,0,2
ZA,2020-04-18,6,3,3,0,0
A,2020-04-19,16,1,15,0,0
AB,2020-04-19,52,5,0,0,47
AL,2020-04-19,9,1,8,0,0
AV,2020-04-19,9,8,1,0,0
B,2020-04-19,219,217,0,0,2
BA,2020-04-19,7,1,5,1,0
BI,2020-04-19,35,33,0,0,2
BU,2020-04-19,30,30,0,0,0
C,2020-04-19,24,19,5,0,0
CA,2020-04-19,7,3,4,0,0
CC,2020-04-19,40,10,30,0,0
CE,2020-04-19,0,0,0,0,0
CO,2020-04-19,7,3,4,0,0
CR,2020-04-19,20,11,1,0,8
CS,2020-04-19,5,2,3,0,0
CU,2020-04-19,8,2,0,0,6
GC,2020-04-19,4,4,0,0,0
GI,2020-04-19,28,24,0,0,4
GR,2020-04-19,19,5,14,0,0
GU,2020-04-19,5,1,0,0,4
H,2020-04-19,2,2,0,0,0
HU,2020-04-19,10,2,0,0,8
J,2020-04-19,4,4,0,0,0
L,2020-04-19,9,9,0,0,0
LE,2020-04-19,48,23,25,0,0
LO,2020-04-19,14,14,0,0,0
LU,2020-04-19,2,1,1,0,0
M,2020-04-19,266,264,0,1,1
MA,2020-04-19,13,4,9,0,0
ME,2020-04-19,0,0,0,0,0
MU,2020-04-19,4,3,1,0,0
NA,2020-04-19,46,35,11,0,0
O,2020-04-19,6,6,0,0,0
OR,2020-04-19,16,14,2,0,0
P,2020-04-19,15,14,1,0,0
PM,2020-04-19,10,8,2,0,0
PO,2020-04-19,15,13,2,0,0
S,2020-04-19,15,15,0,0,0
SA,2020-04-19,26,17,9,0,0
SE,2020-04-19,13,6,7,0,0
SG,2020-04-19,18,6,12,0,0
SO,2020-04-19,38,6,32,0,0
SS,2020-04-19,7,6,0,0,1
T,2020-04-19,11,8,0,0,3
TE,2020-04-19,1,1,0,0,0
TF,2020-04-19,11,11,0,0,0
TO,2020-04-19,20,14,0,0,6
V,2020-04-19,50,22,27,0,1
VA,2020-04-19,28,27,1,0,0
VI,2020-04-19,12,11,0,0,1
Z,2020-04-19,32,32,0,0,0
ZA,2020-04-19,5,5,0,0,0
A,2020-04-20,29,9,20,0,0
AB,2020-04-20,41,14,1,0,26
AL,2020-04-20,6,4,2,0,0
AV,2020-04-20,13,8,5,0,0
B,2020-04-20,300,284,0,1,15
BA,2020-04-20,18,12,6,0,0
BI,2020-04-20,58,56,0,0,2
BU,2020-04-20,15,13,2,0,0
C,2020-04-20,47,31,16,0,0
CA,2020-04-20,7,4,3,0,0
CC,2020-04-20,26,15,11,0,0
CE,2020-04-20,1,1,0,0,0
CO,2020-04-20,7,2,5,0,0
CR,2020-04-20,49,12,1,0,36
CS,2020-04-20,10,6,4,0,0
CU,2020-04-20,2,1,0,0,1
GC,2020-04-20,5,5,0,0,0
GI,2020-04-20,39,33,0,0,6
GR,2020-04-20,25,8,17,0,0
GU,2020-04-20,16,4,0,0,12
H,2020-04-20,3,2,1,0,0
HU,2020-04-20,5,4,0,0,1
J,2020-04-20,14,11,3,0,0
L,2020-04-20,15,13,0,0,2
LE,2020-04-20,101,86,14,1,0
LO,2020-04-20,9,9,0,0,0
LU,2020-04-20,6,3,3,0,0
M,2020-04-20,281,280,0,1,0
MA,2020-04-20,9,4,5,0,0
ME,2020-04-20,2,2,0,0,0
MU,2020-04-20,2,1,1,0,0
NA,2020-04-20,63,31,32,0,0
O,2020-04-20,7,7,0,0,0
OR,2020-04-20,17,16,1,0,0
P,2020-04-20,14,10,4,0,0
PM,2020-04-20,18,14,3,0,1
PO,2020-04-20,19,12,3,0,4
S,2020-04-20,24,24,0,0,0
SA,2020-04-20,18,14,4,0,0
SE,2020-04-20,8,4,4,0,0
SG,2020-04-20,15,4,11,0,0
SO,2020-04-20,15,5,10,0,0
SS,2020-04-20,15,13,0,0,2
T,2020-04-20,14,13,0,0,1
TE,2020-04-20,3,2,0,0,1
TF,2020-04-20,11,10,0,0,1
TO,2020-04-20,34,22,1,0,11
V,2020-04-20,33,20,10,0,3
VA,2020-04-20,60,51,9,0,0
VI,2020-04-20,9,9,0,0,0
Z,2020-04-20,38,25,0,0,13
ZA,2020-04-20,9,4,5,0,0
A,2020-04-21,92,16,76,0,0
AB,2020-04-21,69,6,1,0,62
AL,2020-04-21,25,2,23,0,0
AV,2020-04-21,6,3,3,0,0
B,2020-04-21,156,142,0,1,13
BA,2020-04-21,24,5,19,0,0
BI,2020-04-21,67,60,0,0,7
BU,2020-04-21,29,23,6,0,0
C,2020-04-21,46,26,20,0,0
CA,2020-04-21,10,7,3,0,0
CC,2020-04-21,41,11,30,0,0
CE,2020-04-21,2,0,2,0,0
CO,2020-04-21,14,3,11,0,0
CR,2020-04-21,54,16,2,0,36
CS,2020-04-21,15,11,4,0,0
CU,2020-04-21,0,0,0,0,0
GC,2020-04-21,1,1,0,0,0
GI,2020-04-21,20,18,0,0,2
GR,2020-04-21,29,8,21,0,0
GU,2020-04-21,10,2,0,0,8
H,2020-04-21,2,1,1,0,0
HU,2020-04-21,65,7,0,0,58
J,2020-04-21,8,2,6,0,0
L,2020-04-21,13,12,0,0,1
LE,2020-04-21,43,19,24,0,0
LO,2020-04-21,6,4,2,0,0
LU,2020-04-21,13,1,11,0,1
M,2020-04-21,480,480,0,0,0
MA,2020-04-21,42,2,40,0,0
ME,2020-04-21,0,0,0,0,0
MU,2020-04-21,7,2,5,0,0
NA,2020-04-21,30,11,19,0,0
O,2020-04-21,16,16,0,0,0
OR,2020-04-21,8,7,1,0,0
P,2020-04-21,25,20,5,0,0
PM,2020-04-21,11,7,4,0,0
PO,2020-04-21,31,9,16,0,6
S,2020-04-21,10,10,0,0,0
SA,2020-04-21,50,12,38,0,0
SE,2020-04-21,24,13,11,0,0
SG,2020-04-21,47,10,37,0,0
SO,2020-04-21,36,3,33,0,0
SS,2020-04-21,8,7,0,0,1
T,2020-04-21,9,9,0,0,0
TE,2020-04-21,2,0,0,0,2
TF,2020-04-21,6,6,0,0,0
TO,2020-04-21,15,11,1,0,3
V,2020-04-21,71,23,43,0,5
VA,2020-04-21,34,26,8,0,0
VI,2020-04-21,3,3,0,0,0
Z,2020-04-21,65,31,0,0,34
ZA,2020-04-21,9,4,5,0,0
A,2020-04-22,84,14,70,0,0
AB,2020-04-22,50,5,1,0,44
AL,2020-04-22,9,1,8,0,0
AV,2020-04-22,12,9,3,0,0
B,2020-04-22,263,254,0,1,8
BA,2020-04-22,23,5,18,0,0
BI,2020-04-22,50,38,0,0,12
BU,2020-04-22,43,37,6,0,0
C,2020-04-22,53,30,22,0,1
CA,2020-04-22,8,6,2,0,0
CC,2020-04-22,61,22,39,0,0
CE,2020-04-22,3,1,2,0,0
CO,2020-04-22,14,0,14,0,0
CR,2020-04-22,77,6,0,0,71
CS,2020-04-22,4,2,2,0,0
CU,2020-04-22,2,1,0,0,1
GC,2020-04-22,0,0,0,0,0
GI,2020-04-22,33,30,0,0,3
GR,2020-04-22,23,3,20,0,0
GU,2020-04-22,3,1,1,0,1
H,2020-04-22,4,1,3,0,0
HU,2020-04-22,9,5,0,0,4
J,2020-04-22,9,0,9,0,0
L,2020-04-22,9,8,0,0,1
LE,2020-04-22,69,59,10,0,0
LO,2020-04-22,15,14,1,0,0
LU,2020-04-22,15,0,14,0,1
M,2020-04-22,459,458,0,0,1
MA,2020-04-22,49,7,42,0,0
ME,2020-04-22,1,1,0,0,0
MU,2020-04-22,8,3,5,0,0
NA,2020-04-22,53,21,32,0,0
O,2020-04-22,8,8,0,0,0
OR,2020-04-22,8,6,2,0,0
P,2020-04-22,10,9,1,0,0
PM,2020-04-22,8,5,2,0,1
PO,2020-04-22,58,12,37,0,9
S,2020-04-22,26,26,0,0,0
SA,2020-04-22,21,9,12,0,0
SE,2020-04-22,17,9,8,0,0
SG,2020-04-22,39,9,30,0,0
SO,2020-04-22,23,5,18,0,0
SS,2020-04-22,9,7,0,0,2
T,2020-04-22,15,12,0,0,3
TE,2020-04-22,2,2,0,0,0
TF,2020-04-22,7,7,0,0,0
TO,2020-04-22,18,11,3,0,4
V,2020-04-22,66,18,47,0,1
VA,2020-04-22,33,25,8,0,0
VI,2020-04-22,6,5,0,0,1
Z,2020-04-22,87,50,0,0,37
ZA,2020-04-22,6,2,4,0,0
A,2020-04-23,109,19,90,0,0
AB,2020-04-23,32,2,0,0,30
AL,2020-04-23,10,1,9,0,0
AV,2020-04-23,16,10,5,0,1
B,2020-04-23,225,218,0,0,7
BA,2020-04-23,25,5,20,0,0
BI,2020-04-23,59,53,0,0,6
BU,2020-04-23,28,17,11,0,0
C,2020-04-23,62,40,22,0,0
CA,2020-04-23,17,8,9,0,0
CC,2020-04-23,53,9,44,0,0
CE,2020-04-23,3,0,3,0,0
CO,2020-04-23,18,5,13,0,0
CR,2020-04-23,30,6,0,0,24
CS,2020-04-23,9,4,5,0,0
CU,2020-04-23,4,3,1,0,0
GC,2020-04-23,3,2,0,0,1
GI,2020-04-23,29,27,0,0,2
GR,2020-04-23,34,7,27,0,0
GU,2020-04-23,11,4,1,0,6
H,2020-04-23,8,0,8,0,0
HU,2020-04-23,1,1,0,0,0
J,2020-04-23,21,4,17,0,0
L,2020-04-23,18,16,0,0,2
LE,2020-04-23,29,15,14,0,0
LO,2020-04-23,13,13,0,0,0
LU,2020-04-23,17,1,15,0,1
M,2020-04-23,373,373,0,0,0
MA,2020-04-23,41,5,36,0,0
ME,2020-04-23,0,0,0,0,0
MU,2020-04-23,12,3,9,0,0
NA,2020-04-23,56,19,37,0,0
O,2020-04-23,9,9,0,0,0
OR,2020-04-23,14,10,4,0,0
P,2020-04-23,6,3,3,0,0
PM,2020-04-23,5,5,0,0,0
PO,2020-04-23,32,6,19,0,7
S,2020-04-23,26,26,0,0,0
SA,2020-04-23,53,12,41,0,0
SE,2020-04-23,19,5,14,0,0
SG,2020-04-23,33,2,31,0,0
SO,2020-04-23,23,5,18,0,0
SS,2020-04-23,3,2,0,0,1
T,2020-04-23,11,8,0,0,3
TE,2020-04-23,1,1,0,0,0
TF,2020-04-23,2,1,0,0,1
TO,2020-04-23,11,7,0,0,4
V,2020-04-23,72,20,46,0,6
VA,2020-04-23,21,15,6,0,0
VI,2020-04-23,4,3,0,0,1
Z,2020-04-23,26,20,0,0,6
ZA,2020-04-23,5,2,3,0,0
A,2020-04-24,127,18,109,0,0
AB,2020-04-24,36,7,0,0,29
AL,2020-04-24,7,1,6,0,0
AV,2020-04-24,8,4,4,0,0
B,2020-04-24,214,206,0,1,7
BA,2020-04-24,24,4,20,0,0
BI,2020-04-24,86,78,0,0,8
BU,2020-04-24,14,11,3,0,0
C,2020-04-24,36,26,10,0,0
CA,2020-04-24,15,7,8,0,0
CC,2020-04-24,57,11,46,0,0
CE,2020-04-24,1,0,1,0,0
CO,2020-04-24,14,4,10,0,0
CR,2020-04-24,8,3,0,0,5
CS,2020-04-24,11,2,9,0,0
CU,2020-04-24,0,0,0,0,0
GC,2020-04-24,2,1,0,0,1
GI,2020-04-24,28,22,0,0,6
GR,2020-04-24,29,17,12,0,0
GU,2020-04-24,3,0,0,0,3
H,2020-04-24,11,1,10,0,0
HU,2020-04-24,9,6,0,0,3
J,2020-04-24,18,8,10,0,0
L,2020-04-24,13,12,0,0,1
LE,2020-04-24,108,73,35,0,0
LO,2020-04-24,5,4,1,0,0
LU,2020-04-24,16,0,16,0,0
M,2020-04-24,238,237,0,0,1
MA,2020-04-24,67,5,62,0,0
ME,2020-04-24,1,1,0,0,0
MU,2020-04-24,6,0,6,0,0
NA,2020-04-24,62,21,41,0,0
O,2020-04-24,17,17,0,0,0
OR,2020-04-24,7,5,2,0,0
P,2020-04-24,6,5,1,0,0
PM,2020-04-24,10,9,1,0,0
PO,2020-04-24,65,7,51,0,7
S,2020-04-24,13,13,0,0,0
SA,2020-04-24,31,8,23,0,0
SE,2020-04-24,8,2,6,0,0
SG,2020-04-24,53,7,46,0,0
SO,2020-04-24,30,9,21,0,0
SS,2020-04-24,6,5,0,0,1
T,2020-04-24,15,5,0,0,10
TE,2020-04-24,0,0,0,0,0
TF,2020-04-24,8,8,0,0,0
TO,2020-04-24,7,4,0,0,3
V,2020-04-24,90,20,67,0,3
VA,2020-04-24,31,20,11,0,0
VI,2020-04-24,6,3,0,0,3
Z,2020-04-24,15,14,0,0,1
ZA,2020-04-24,11,1,10,0,0
A,2020-04-25,38,14,24,0,0
AB,2020-04-25,26,4,2,0,20
AL,2020-04-25,1,1,0,0,0
AV,2020-04-25,18,12,6,0,0
B,2020-04-25,133,126,0,1,6
BA,2020-04-25,11,6,5,0,0
BI,2020-04-25,39,33,0,0,6
BU,2020-04-25,19,19,0,0,0
C,2020-04-25,13,11,1,0,1
CA,2020-04-25,15,3,12,0,0
CC,2020-04-25,44,16,28,0,0
CE,2020-04-25,1,1,0,0,0
CO,2020-04-25,4,1,3,0,0
CR,2020-04-25,20,5,0,0,15
CS,2020-04-25,8,3,5,0,0
CU,2020-04-25,0,0,0,0,0
GC,2020-04-25,2,2,0,0,0
GI,2020-04-25,19,17,0,0,2
GR,2020-04-25,13,7,6,0,0
GU,2020-04-25,5,4,0,0,1
H,2020-04-25,2,0,2,0,0
HU,2020-04-25,15,1,0,0,14
J,2020-04-25,8,6,2,0,0
L,2020-04-25,19,18,0,0,1
LE,2020-04-25,21,18,3,0,0
LO,2020-04-25,5,5,0,0,0
LU,2020-04-25,8,0,8,0,0
M,2020-04-25,132,132,0,0,0
MA,2020-04-25,8,3,5,0,0
ME,2020-04-25,1,1,0,0,0
MU,2020-04-25,3,2,1,0,0
NA,2020-04-25,39,21,18,0,0
O,2020-04-25,3,3,0,0,0
OR,2020-04-25,7,7,0,0,0
P,2020-04-25,14,11,3,0,0
PM,2020-04-25,11,10,1,0,0
PO,2020-04-25,8,7,1,0,0
S,2020-04-25,12,12,0,0,0
SA,2020-04-25,23,6,17,0,0
SE,2020-04-25,7,4,3,0,0
SG,2020-04-25,10,0,10,0,0
SO,2020-04-25,9,1,8,0,0
SS,2020-04-25,6,3,0,0,3
T,2020-04-25,3,3,0,0,0
TE,2020-04-25,0,0,0,0,0
TF,2020-04-25,2,2,0,0,0
TO,2020-04-25,1,1,0,0,0
V,2020-04-25,60,21,37,0,2
VA,2020-04-25,23,20,3,0,0
VI,2020-04-25,2,2,0,0,0
Z,2020-04-25,18,18,0,0,0
ZA,2020-04-25,3,1,2,0,0
A,2020-04-26,16,4,12,0,0
AB,2020-04-26,53,1,1,0,51
AL,2020-04-26,0,0,0,0,0
AV,2020-04-26,6,3,3,0,0
B,2020-04-26,124,121,0,0,3
BA,2020-04-26,4,4,0,0,0
BI,2020-04-26,40,30,0,0,10
BU,2020-04-26,19,10,9,0,0
C,2020-04-26,12,9,3,0,0
CA,2020-04-26,5,1,4,0,0
CC,2020-04-26,14,7,7,0,0
CE,2020-04-26,0,0,0,0,0
CO,2020-04-26,2,1,1,0,0
CR,2020-04-26,27,12,1,0,14
CS,2020-04-26,9,9,0,0,0
CU,2020-04-26,2,0,1,0,1
GC,2020-04-26,0,0,0,0,0
GI,2020-04-26,6,4,0,0,2
GR,2020-04-26,11,1,10,0,0
GU,2020-04-26,11,2,1,0,8
H,2020-04-26,0,0,0,0,0
HU,2020-04-26,3,1,0,0,2
J,2020-04-26,9,7,2,0,0
L,2020-04-26,6,6,0,0,0
LE,2020-04-26,5,4,1,0,0
LO,2020-04-26,4,2,2,0,0
LU,2020-04-26,1,0,0,0,1
M,2020-04-26,124,124,0,0,0
MA,2020-04-26,6,3,3,0,0
ME,2020-04-26,0,0,0,0,0
MU,2020-04-26,6,3,3,0,0
NA,2020-04-26,12,8,4,0,0
O,2020-04-26,5,5,0,0,0
OR,2020-04-26,6,5,1,0,0
P,2020-04-26,4,4,0,0,0
PM,2020-04-26,0,0,0,0,0
PO,2020-04-26,7,2,4,0,1
S,2020-04-26,4,4,0,0,0
SA,2020-04-26,43,6,37,0,0
SE,2020-04-26,3,2,1,0,0
SG,2020-04-26,11,2,9,0,0
SO,2020-04-26,12,4,8,0,0
SS,2020-04-26,2,1,0,0,1
T,2020-04-26,3,2,0,0,1
TE,2020-04-26,4,1,0,0,3
TF,2020-04-26,2,2,0,0,0
TO,2020-04-26,2,2,0,0,0
V,2020-04-26,13,6,6,0,1
VA,2020-04-26,7,7,0,0,0
VI,2020-04-26,0,0,0,0,0
Z,2020-04-26,14,14,0,0,0
ZA,2020-04-26,1,1,0,0,0
A,2020-04-27,18,4,14,0,0
AB,2020-04-27,69,14,0,0,55
AL,2020-04-27,3,2,1,0,0
AV,2020-04-27,2,1,1,0,0
B,2020-04-27,114,100,0,0,14
BA,2020-04-27,8,2,6,0,0
BI,2020-04-27,27,25,0,0,2
BU,2020-04-27,11,9,2,0,0
C,2020-04-27,23,16,5,0,2
CA,2020-04-27,5,2,3,0,0
CC,2020-04-27,11,7,4,0,0
CE,2020-04-27,1,1,0,0,0
CO,2020-04-27,2,2,0,0,0
CR,2020-04-27,26,6,1,0,19
CS,2020-04-27,6,5,1,0,0
CU,2020-04-27,3,0,0,0,3
GC,2020-04-27,0,0,0,0,0
GI,2020-04-27,20,18,0,0,2
GR,2020-04-27,5,0,5,0,0
GU,2020-04-27,0,0,0,0,0
H,2020-04-27,1,1,0,0,0
HU,2020-04-27,9,2,0,0,7
J,2020-04-27,6,5,1,0,0
L,2020-04-27,4,3,0,0,1
LE,2020-04-27,36,15,21,0,0
LO,2020-04-27,4,4,0,0,0
LU,2020-04-27,3,0,2,0,1
M,2020-04-27,188,187,0,1,0
MA,2020-04-27,9,0,9,0,0
ME,2020-04-27,0,0,0,0,0
MU,2020-04-27,1,0,1,0,0
NA,2020-04-27,23,20,3,0,0
O,2020-04-27,5,5,0,0,0
OR,2020-04-27,6,6,0,0,0
P,2020-04-27,4,3,1,0,0
PM,2020-04-27,3,3,0,0,0
PO,2020-04-27,25,6,17,0,2
S,2020-04-27,2,2,0,0,0
SA,2020-04-27,24,5,19,0,0
SE,2020-04-27,15,4,11,0,0
SG,2020-04-27,16,0,16,0,0
SO,2020-04-27,17,3,14,0,0
SS,2020-04-27,2,2,0,0,0
T,2020-04-27,9,6,0,0,3
TE,2020-04-27,2,1,0,0,1
TF,2020-04-27,3,3,0,0,0
TO,2020-04-27,6,4,0,0,2
V,2020-04-27,27,11,15,0,1
VA,2020-04-27,16,5,11,0,0
VI,2020-04-27,1,1,0,0,0
Z,2020-04-27,56,22,0,1,33
ZA,2020-04-27,6,3,3,0,0
A,2020-04-28,49,19,30,0,0
AB,2020-04-28,53,10,0,0,43
AL,2020-04-28,5,0,5,0,0
AV,2020-04-28,15,3,12,0,0
B,2020-04-28,122,120,0,0,2
BA,2020-04-28,5,0,5,0,0
BI,2020-04-28,42,31,0,0,11
BU,2020-04-28,23,7,16,0,0
C,2020-04-28,38,13,23,0,2
CA,2020-04-28,10,6,4,0,0
CC,2020-04-28,20,4,16,0,0
CE,2020-04-28,2,1,1,0,0
CO,2020-04-28,10,1,9,0,0
CR,2020-04-28,29,4,1,0,24
CS,2020-04-28,9,0,9,0,0
CU,2020-04-28,0,0,0,0,0
GC,2020-04-28,1,0,0,0,1
GI,2020-04-28,25,22,0,0,3
GR,2020-04-28,38,2,36,0,0
GU,2020-04-28,1,0,0,0,1
H,2020-04-28,4,0,4,0,0
HU,2020-04-28,56,4,0,0,52
J,2020-04-28,19,5,14,0,0
L,2020-04-28,8,8,0,0,0
LE,2020-04-28,38,17,21,0,0
LO,2020-04-28,10,10,0,0,0
LU,2020-04-28,6,3,3,0,0
M,2020-04-28,235,235,0,0,0
MA,2020-04-28,37,2,35,0,0
ME,2020-04-28,0,0,0,0,0
MU,2020-04-28,16,0,16,0,0
NA,2020-04-28,32,13,19,0,0
O,2020-04-28,10,10,0,0,0
OR,2020-04-28,1,1,0,0,0
P,2020-04-28,7,0,7,0,0
PM,2020-04-28,5,4,0,0,1
PO,2020-04-28,35,3,25,0,7
S,2020-04-28,5,5,0,0,0
SA,2020-04-28,84,7,77,0,0
SE,2020-04-28,7,2,5,0,0
SG,2020-04-28,59,8,51,0,0
SO,2020-04-28,55,4,51,0,0
SS,2020-04-28,2,2,0,0,0
T,2020-04-28,5,3,0,0,2
TE,2020-04-28,3,0,0,0,3
TF,2020-04-28,3,1,0,0,2
TO,2020-04-28,9,3,0,0,6
V,2020-04-28,61,18,42,0,1
VA,2020-04-28,27,12,15,0,0
VI,2020-04-28,6,6,0,0,0
Z,2020-04-28,67,25,0,1,41
ZA,2020-04-28,15,6,9,0,0
A,2020-04-29,63,17,46,0,0
AB,2020-04-29,23,1,0,0,22
AL,2020-04-29,7,1,6,0,0
AV,2020-04-29,11,5,6,0,0
B,2020-04-29,118,118,0,0,0
BA,2020-04-29,16,1,15,0,0
BI,2020-04-29,33,25,0,0,8
BU,2020-04-29,40,4,36,0,0
C,2020-04-29,63,34,28,0,1
CA,2020-04-29,14,3,11,0,0
CC,2020-04-29,40,14,26,0,0
CE,2020-04-29,4,4,0,0,0
CO,2020-04-29,10,4,6,0,0
CR,2020-04-29,38,4,1,1,32
CS,2020-04-29,10,5,5,0,0
CU,2020-04-29,0,0,0,0,0
GC,2020-04-29,1,1,0,0,0
GI,2020-04-29,19,15,0,0,4
GR,2020-04-29,35,2,33,0,0
GU,2020-04-29,0,0,0,0,0
H,2020-04-29,9,0,9,0,0
HU,2020-04-29,12,5,0,0,7
J,2020-04-29,16,11,5,0,0
L,2020-04-29,6,4,0,0,2
LE,2020-04-29,27,11,16,0,0
LO,2020-04-29,5,5,0,0,0
LU,2020-04-29,7,0,7,0,0
M,2020-04-29,215,215,0,0,0
MA,2020-04-29,41,2,39,0,0
ME,2020-04-29,1,1,0,0,0
MU,2020-04-29,10,2,8,0,0
NA,2020-04-29,50,18,32,0,0
O,2020-04-29,3,3,0,0,0
OR,2020-04-29,3,3,0,0,0
P,2020-04-29,2,1,1,0,0
PM,2020-04-29,3,2,1,0,0
PO,2020-04-29,40,6,34,0,0
S,2020-04-29,5,5,0,0,0
SA,2020-04-29,55,5,50,0,0
SE,2020-04-29,30,9,21,0,0
SG,2020-04-29,44,1,43,0,0
SO,2020-04-29,22,0,22,0,0
SS,2020-04-29,4,4,0,0,0
T,2020-04-29,8,4,0,0,4
TE,2020-04-29,1,1,0,0,0
TF,2020-04-29,3,2,0,0,1
TO,2020-04-29,8,3,1,1,3
V,2020-04-29,65,12,52,0,1
VA,2020-04-29,25,13,12,0,0
VI,2020-04-29,2,2,0,0,0
Z,2020-04-29,26,17,0,0,9
ZA,2020-04-29,18,7,11,0,0
A,2020-04-30,62,5,57,0,0
AB,2020-04-30,41,1,0,0,40
AL,2020-04-30,9,0,8,1,0
AV,2020-04-30,5,2,3,0,0
B,2020-04-30,165,160,0,1,4
BA,2020-04-30,12,4,8,0,0
BI,2020-04-30,25,19,0,0,6
BU,2020-04-30,28,10,18,0,0
C,2020-04-30,60,17,31,0,12
CA,2020-04-30,11,1,10,0,0
